"PROBEID","SYMBOL","GENENAME"
"233353_at","FER1L5","fer-1 like family member 5"
"233355_at","C20orf204","chromosome 20 open reading frame 204"
"233357_at","TRIM67","tripartite motif containing 67"
"233418_at","LOC91450","uncharacterized LOC91450"
"233444_at","DDHD1-DT","DDHD1 divergent transcript"
"233454_at","POLN","DNA polymerase nu"
"233462_at","TBC1D28","TBC1 domain family member 28"
"233470_at","PTPN5","protein tyrosine phosphatase non-receptor type 5"
"233474_at","LOC284240","uncharacterized LOC284240"
"233483_at","TBC1D27P","TBC1 domain family member 27, pseudogene"
"233486_at","LOC101928881","uncharacterized LOC101928881"
"233488_at","RNASE7","ribonuclease A family member 7"
"233491_at","RPL26L1-AS1","RPL26L1 antisense RNA 1"
"233492_s_at","OR2A4","olfactory receptor family 2 subfamily A member 4"
"233511_at","MIR3147HG","MIR3147 host gene"
"233512_at","SH3RF3-AS1","SH3RF3 antisense RNA 1"
"233516_s_at","SPAG17","sperm associated antigen 17"
"233520_s_at","CMYA5","cardiomyopathy associated 5"
"233522_at","MEF2C-AS1","MEF2C antisense RNA 1"
"233523_at","BPIFB4","BPI fold containing family B member 4"
"233524_at","LINC00475","long intergenic non-protein coding RNA 475"
"233527_at","ESAM-AS1","ESAM antisense RNA 1"
"233529_at","LINC00396","long intergenic non-protein coding RNA 396"
"233533_at","KRTAP1-5","keratin associated protein 1-5"
"233534_at","KRTAP3-2","keratin associated protein 3-2"
"233537_at","KRTAP3-1","keratin associated protein 3-1"
"233541_at","LIMD1-AS1","LIMD1 antisense RNA 1"
"233551_at","DANT2","DXZ4 associated non-coding transcript 2, distal"
"233562_at","LINC00839","long intergenic non-protein coding RNA 839"
"233565_s_at","SDCBP2","syndecan binding protein 2"
"233565_s_at","FKBP1A-SDCBP2","FKBP1A-SDCBP2 readthrough (NMD candidate)"
"233567_at","IPO9-AS1","IPO9 antisense RNA 1"
"233578_at","CATSPERE","catsper channel auxiliary subunit epsilon"
"233590_at","MIR3681HG","MIR3681 host gene"
"233591_at","LINC02555","long intergenic non-protein coding RNA 2555"
"233592_at","ANKRD18B","ankyrin repeat domain 18B"
"233597_at","PNPLA5","patatin like phospholipase domain containing 5"
"233598_at","LINC02871","long intergenic non-protein coding RNA 2871"
"233604_at","C3orf85","chromosome 3 open reading frame 85"
"233610_at","MIR3976HG","MIR3976 host gene"
"233617_at","TSPY26P","testis specific protein Y-linked 26, pseudogene"
"233631_x_at","KRTAP9-2","keratin associated protein 9-2"
"233631_x_at","KRTAP9-8","keratin associated protein 9-8"
"233634_at","MARVELD3","MARVEL domain containing 3"
"233640_x_at","KRTAP9-4","keratin associated protein 9-4"
"233643_at","FAM90A2P","family with sequence similarity 90 member A2, pseudogene"
"233649_at","LOC105372098","uncharacterized LOC105372098"
"233651_s_at","MPND","MPN domain containing"
"233661_at","LINC00557","long intergenic non-protein coding RNA 557"
"233669_s_at","TRIM54","tripartite motif containing 54"
"233675_s_at","TPTE2P6","TPTE2 pseudogene 6"
"233679_at","LOC100506472","uncharacterized LOC100506472"
"233680_at","LINC02149","long intergenic non-protein coding RNA 2149"
"233681_at","KRTAP3-3","keratin associated protein 3-3"
"233687_s_at","KLK9","kallikrein related peptidase 9"
"233712_at","LOC101928574","uncharacterized LOC101928574"
"233736_at","OR51J1","olfactory receptor family 51 subfamily J member 1"
"233745_at","PTOV1-AS1","PTOV1 antisense RNA 1"
"233772_at","POU6F2-AS2","POU6F2 antisense RNA 2"
"233775_x_at","LOC100289333","uncharacterized LOC100289333"
"233784_at","LOC101927769","uncharacterized LOC101927769"
"233787_at","C6orf163","chromosome 6 open reading frame 163"
"233797_s_at","CST11","cystatin 11"
"233802_at","FAM184B","family with sequence similarity 184 member B"
"233804_at","LINC00544","long intergenic non-protein coding RNA 544"
"233812_at","LINC00028","long intergenic non-protein coding RNA 28"
"233829_at","TLDC2","TBC/LysM-associated domain containing 2"
"233830_at","LOC90246","uncharacterized LOC90246"
"233843_at","ZBTB12","zinc finger and BTB domain containing 12"
"233846_at","CCDC85A","coiled-coil domain containing 85A"
"233850_s_at","EBF4","EBF family member 4"
"233855_at","SCIMP","SLP adaptor and CSK interacting membrane protein"
"233892_at","GRIN3B","glutamate ionotropic receptor NMDA type subunit 3B"
"233905_at","SUN5","Sad1 and UNC84 domain containing 5"
"233913_at","WFDC10A","WAP four-disulfide core domain 10A"
"233916_at","NYAP2","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2"
"233918_at","DCDC2B","doublecortin domain containing 2B"
"233928_at","ADAMTS9-AS1","ADAMTS9 antisense RNA 1"
"233934_at","LOC349160","uncharacterized LOC349160"
"233938_at","C11orf86","chromosome 11 open reading frame 86"
"233941_at","LRRC74A","leucine rich repeat containing 74A"
"233942_at","CYP51A1-AS1","CYP51A1 antisense RNA 1"
"233947_s_at","TBX5-AS1","TBX5 antisense RNA 1"
"233959_at","ADCY10P1","ADCY10 pseudogene 1"
"233962_at","FAM83C-AS1","FAM83C antisense RNA 1"
"233969_at","IGLV9-49","immunoglobulin lambda variable 9-49"
"233975_at","PRNT","prion locus lncRNA, testis expressed"
"233983_at","TGM6","transglutaminase 6"
"233987_at","TFAP2D","transcription factor AP-2 delta"
"233996_x_at","EYS","eyes shut homolog"
"234002_at","ABHD16B","abhydrolase domain containing 16B"
"234007_at","DEFB121","defensin beta 121"
"234013_at","TRAV12-1","T cell receptor alpha variable 12-1"
"234016_at","FAM95A","family with sequence similarity 95 member A"
"234017_at","LINC00923","long intergenic non-protein coding RNA 923"
"234018_s_at","SEL1L2","SEL1L2 adaptor subunit of SYVN1 ubiquitin ligase"
"234024_at","CBLN4","cerebellin 4 precursor"
"234025_at","CH507-9B2.8","uncharacterized CH507-9B2.8"
"234025_at","LOC105377139","uncharacterized LOC105377139"
"234029_at","PCDHGB8P","protocadherin gamma subfamily B, 8 pseudogene"
"234042_at","TAS2R45","taste 2 receptor member 45"
"234042_at","TAS2R43","taste 2 receptor member 43"
"234045_x_at","BHLHE23","basic helix-loop-helix family member e23"
"234053_at","LINC02667","long intergenic non-protein coding RNA 2667"
"234082_at","LOC100505874","uncharacterized LOC100505874"
"234103_at","KCNT2","potassium sodium-activated channel subfamily T member 2"
"234109_x_at","ONECUT3","one cut homeobox 3"
"234116_at","GJD4","gap junction protein delta 4"
"234124_at","LOC105377485","uncharacterized LOC105377485"
"234141_s_at","TNFRSF10B-AS1","TNFRSF10B antisense RNA 1"
"234143_at","NIPAL4-DT","NIPAL4 divergent transcript"
"234146_at","B3GAT2","beta-1,3-glucuronyltransferase 2"
"234171_at","LINC01267","long intergenic non-protein coding RNA 1267"
"234177_at","LOC101927950","uncharacterized LOC101927950"
"234216_at","NSMCE1-DT","NSMCE1 divergent transcript"
"234219_at","LINC02535","long intergenic non-protein coding RNA 2535"
"234226_at","OPN4","opsin 4"
"234231_at","CASP16P","caspase 16, pseudogene"
"234234_at","SCIRT","stem cell inhibitory RNA transcript"
"234238_at","MAP1LC3B2","microtubule associated protein 1 light chain 3 beta 2"
"234247_at","LOC105376387","uncharacterized LOC105376387"
"234250_at","LOC100506405","uncharacterized LOC100506405"
"234256_at","SEBOX","SEBOX homeobox"
"234267_at","LOC105375026","uncharacterized LOC105375026"
"234271_at","OTOP2","otopetrin 2"
"234279_at","TNFAIP8L3","TNF alpha induced protein 8 like 3"
"234281_at","ESPNP","espin pseudogene"
"234284_at","GNG8","G protein subunit gamma 8"
"234288_at","LINC02842","long intergenic non-protein coding RNA 2842"
"234297_at","SDHAP3","SDHA pseudogene 3"
"234305_s_at","GSDMC","gasdermin C"
"234312_s_at","ACSS2","acyl-CoA synthetase short chain family member 2"
"234333_at","NEXMIF","neurite extension and migration factor"
"234341_x_at","NEK2-DT","NEK2 divergent transcript"
"234349_at","SSPOP","SCO-spondin, pseudogene"
"234350_at","IGLV3-21","immunoglobulin lambda variable 3-21"
"234359_at","LOC105378948","uncharacterized LOC105378948"
"234361_at","CREB3L3","cAMP responsive element binding protein 3 like 3"
"234363_at","OR6B1","olfactory receptor family 6 subfamily B member 1"
"234369_at","OR4F3","olfactory receptor family 4 subfamily F member 3"
"234369_at","OR4F16","olfactory receptor family 4 subfamily F member 16"
"234369_at","OR4F21","olfactory receptor family 4 subfamily F member 21"
"234369_at","OR4F29","olfactory receptor family 4 subfamily F member 29"
"234370_at","VSIG1","V-set and immunoglobulin domain containing 1"
"234377_at","TRBV7-8","T cell receptor beta variable 7-8"
"234388_at","TRAV30","T cell receptor alpha variable 30"
"234396_at","TRAV25","T cell receptor alpha variable 25"
"234397_at","ZNF861P","zinc finger protein 861, pseudogene"
"234398_at","TRAV24","T cell receptor alpha variable 24"
"234399_at","TRAV34","T cell receptor alpha variable 34"
"234401_at","TRAV40","T cell receptor alpha variable 40"
"234402_at","TRAV5","T cell receptor alpha variable 5"
"234403_at","OR1I1","olfactory receptor family 1 subfamily I member 1"
"234408_at","IL17F","interleukin 17F"
"234410_at","GABRR3","gamma-aminobutyric acid type A receptor subunit rho3"
"234414_at","NUTM2F","NUT family member 2F"
"234416_at","IGLVI-70","immunoglobulin lambda variable (I)-70 (pseudogene)"
"234419_x_at","IGHV3-11","immunoglobulin heavy variable 3-11"
"234423_x_at","LINC02256","long intergenic non-protein coding RNA 2256"
"234424_at","LOC105377776","uncharacterized LOC105377776"
"234433_at","LINC01808","long intergenic non-protein coding RNA 1808"
"234434_at","LINC02152","long intergenic non-protein coding RNA 2152"
"234443_at","CLSTN2-AS1","CLSTN2 antisense RNA 1"
"234450_at","PROKR2","prokineticin receptor 2"
"234464_s_at","EME1","essential meiotic structure-specific endonuclease 1"
"234469_at","OR51B4","olfactory receptor family 51 subfamily B member 4"
"234472_at","GALNT13","polypeptide N-acetylgalactosaminyltransferase 13"
"234473_at","LOC101928697","Putative uncharacterized protein LOC645739"
"234477_at","IGHV2-5","immunoglobulin heavy variable 2-5"
"234479_at","PCDHB18P","protocadherin beta 18 pseudogene"
"234486_at","OR51B2","olfactory receptor family 51 subfamily B member 2"
"234493_at","LINC01257","long intergenic non-protein coding RNA 1257"
"234506_at","LINC02673","long intergenic non-protein coding RNA 2673"
"234511_at","ANKRD60","ankyrin repeat domain 60"
"234513_at","ELOVL3","ELOVL fatty acid elongase 3"
"234514_at","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites"
"234515_at","PCGEM1","PCGEM1 prostate-specific transcript"
"234519_at","NOBOX","NOBOX oogenesis homeobox"
"234521_at","OR51I2","olfactory receptor family 51 subfamily I member 2"
"234526_at","OR51B6","olfactory receptor family 51 subfamily B member 6"
"234540_at","GCNT7","glucosaminyl (N-acetyl) transferase family member 7"
"234545_at","OR14J1","olfactory receptor family 14 subfamily J member 1"
"234554_at","KCNK16","potassium two pore domain channel subfamily K member 16"
"234573_at","LOC101929718","uncharacterized LOC101929718"
"234611_at","LGALS8-AS1","LGALS8 antisense RNA 1"
"234615_at","KLF18","KLF transcription factor 18"
"234617_at","OR52D1","olfactory receptor family 52 subfamily D member 1"
"234620_at","TPM3P4","tropomyosin 3 pseudogene 4"
"234626_at","OR51I1","olfactory receptor family 51 subfamily I member 1"
"234631_at","KRTAP4-8","keratin associated protein 4-8"
"234633_at","KRTAP4-11","keratin associated protein 4-11"
"234635_at","KRTAP4-1","keratin associated protein 4-1"
"234637_at","KRTAP4-5","keratin associated protein 4-5"
"234648_s_at","NXF5","nuclear RNA export factor 5"
"234653_at","NLRP2B","NLR family pyrin domain containing 2B"
"234671_at","KRTAP4-2","keratin associated protein 4-2"
"234677_at","LOC105376689","translation initiation factor IF-2"
"234678_at","KRTAP4-3","keratin associated protein 4-3"
"234679_at","KRTAP9-3","keratin associated protein 9-3"
"234680_at","KRTAP17-1","keratin associated protein 17-1"
"234683_at","KRTAP4-6","keratin associated protein 4-6"
"234684_s_at","KRTAP4-4","keratin associated protein 4-4"
"234685_x_at","KRTAP4-9","keratin associated protein 4-9"
"234689_at","PTCHD4","patched domain containing 4"
"234695_x_at","NUTM2B","NUT family member 2B"
"234715_at","GOLGA2P2Y","GOLGA2 pseudogene 2 Y-linked"
"234715_at","GOLGA2P3Y","GOLGA2 pseudogene 3 Y-linked"
"234725_s_at","SEMA4B","semaphorin 4B"
"234766_at","OR8D2","olfactory receptor family 8 subfamily D member 2"
"234770_at","OR51A1P","olfactory receptor family 51 subfamily A member 1 pseudogene"
"234772_s_at","KRTAP2-2","keratin associated protein 2-2"
"234773_x_at","LINC02504","long intergenic non-protein coding RNA 2504"
"234774_at","R3HDML","R3H domain containing like"
"234776_at","DMBX1","diencephalon/mesencephalon homeobox 1"
"234777_at","OR51M1","olfactory receptor family 51 subfamily M member 1"
"234782_at","KLHL31","kelch like family member 31"
"234796_at","CABP7","calcium binding protein 7"
"234803_at","CSTL1","cystatin like 1"
"234804_at","PROX2","prospero homeobox 2"
"234806_at","LOC102723506","uncharacterized LOC102723506"
"234819_at","TRAV26-2","T cell receptor alpha variable 26-2"
"234820_at","MAS1L","MAS1 proto-oncogene like, G protein-coupled receptor"
"234821_at","LOC101929645","uncharacterized LOC101929645"
"234826_at","LOC101929963","uncharacterized LOC101929963"
"234830_at","FRG2EP","FSHD region gene 2 family member E, pseudogene"
"234831_at","LINC01859","long intergenic non-protein coding RNA 1859"
"234833_at","LOC101927709","uncharacterized LOC101927709"
"234842_at","TRAV8-1","T cell receptor alpha variable 8-1"
"234845_at","LINC03048","long intergenic non-protein coding RNA 3048"
"234847_at","LINC00309","long intergenic non-protein coding RNA 309"
"234849_at","TRAV12-3","T cell receptor alpha variable 12-3"
"234850_at","MOGAT3","monoacylglycerol O-acyltransferase 3"
"234851_at","IGLV2-5","immunoglobulin lambda variable 2-5 (pseudogene)"
"234852_at","TRAV22","T cell receptor alpha variable 22"
"234861_at","LOC93463","uncharacterized LOC93463"
"234865_at","TRBV25-1","T cell receptor beta variable 25-1"
"234867_at","TRAV39","T cell receptor alpha variable 39"
"234877_x_at","LOC102724638","uncharacterized LOC102724638"
"234883_x_at","TRBV7-3","T cell receptor beta variable 7-3"
"234884_x_at","IGLV3-1","immunoglobulin lambda variable 3-1"
"234886_at","TRBV24-1","T cell receptor beta variable 24-1"
"234894_at","ITIH6","inter-alpha-trypsin inhibitor heavy chain family member 6"
"234897_s_at","LY6G6F","lymphocyte antigen 6 family member G6F"
"234899_at","H2BW2","H2B.W histone 2"
"234903_at","OR2B3","olfactory receptor family 2 subfamily B member 3"
"234905_at","GNAO1-AS1","GNAO1 antisense RNA 1"
"234913_at","TTTY4","testis expressed transcript, Y-linked 4"
"234913_at","TTTY4B","testis expressed transcript, Y-linked 4B"
"234913_at","TTTY4C","testis expressed transcript, Y-linked 4C"
"234921_at","ZNF470","zinc finger protein 470"
"234924_s_at","ZNF687","zinc finger protein 687"
"234925_at","LINC00917","long intergenic non-protein coding RNA 917"
"234940_s_at","LOC101928236","uncharacterized LOC101928236"
"234943_at","TPTEP2","TPTE pseudogene 2"
"234949_at","FRG1BP","FSHD region gene 1 family member B, pseudogene"
"234952_s_at","PHRF1","PHD and ring finger domains 1"
"234964_at","TRAV17","T cell receptor alpha variable 17"
"234972_at","ARL16","ARF like GTPase 16"
"234973_at","SLC38A5","solute carrier family 38 member 5"
"234974_at","GALM","galactose mutarotase"
"234979_at","BCDIN3D","BCDIN3 domain containing RNA methyltransferase"
"234980_at","TLCD4","TLC domain containing 4"
"234985_at","LDLRAD3","low density lipoprotein receptor class A domain containing 3"
"234993_at","ABHD13","abhydrolase domain containing 13"
"234994_at","TMEM200A","transmembrane protein 200A"
"235004_at","RBM24","RNA binding motif protein 24"
"235005_at","DIS3L","DIS3 like exosome 3'-5' exoribonuclease"
"235010_at","ZBED5-AS1","ZBED5 antisense RNA 1"
"235014_at","ILF3-DT","ILF3 divergent transcript"
"235025_at","WDR89","WD repeat domain 89"
"235042_at","XIRP1","xin actin binding repeat containing 1"
"235050_at","SLC2A12","solute carrier family 2 member 12"
"235052_at","ZNF792","zinc finger protein 792"
"235059_at","RAB12","RAB12, member RAS oncogene family"
"235060_at","LOC100190986","uncharacterized LOC100190986"
"235062_at","PIH1D2","PIH1 domain containing 2"
"235063_at","SHLD1","shieldin complex subunit 1"
"235071_at","DNAAF10","dynein axonemal assembly factor 10"
"235081_x_at","TRIM65","tripartite motif containing 65"
"235083_at","LINC01106","long intergenic non-protein coding RNA 1106"
"235085_at","PRAG1","PEAK1 related, kinase-activating pseudokinase 1"
"235095_at","BICDL2","BICD family like cargo adaptor 2"
"235096_at","LEO1","LEO1 homolog, Paf1/RNA polymerase II complex component"
"235099_at","CMTM8","CKLF like MARVEL transmembrane domain containing 8"
"235102_x_at","SNORD3B-1","small nucleolar RNA, C/D box 3B-1"
"235102_x_at","SNORD3A","small nucleolar RNA, C/D box 3A"
"235102_x_at","SNORD3B-2","small nucleolar RNA, C/D box 3B-2"
"235102_x_at","SNORD3C","small nucleolar RNA, C/D box 3C"
"235106_at","MAML2","mastermind like transcriptional coactivator 2"
"235113_at","LRR1","leucine rich repeat protein 1"
