"PROBEID","SYMBOL","GENENAME"
"218717_s_at","P3H2","prolyl 3-hydroxylase 2"
"218718_at","PDGFC","platelet derived growth factor C"
"218719_s_at","GINS3","GINS complex subunit 3"
"218720_x_at","SEZ6L2","seizure related 6 homolog like 2"
"218721_s_at","ODR4","odr-4 GPCR localization factor homolog"
"218722_s_at","CCDC51","coiled-coil domain containing 51"
"218723_s_at","RGCC","regulator of cell cycle"
"218725_at","SLC25A22","solute carrier family 25 member 22"
"218726_at","HJURP","Holliday junction recognition protein"
"218727_at","SLC38A7","solute carrier family 38 member 7"
"218728_s_at","CNIH4","cornichon family member 4"
"218729_at","LXN","latexin"
"218730_s_at","OGN","osteoglycin"
"218731_s_at","VWA1","von Willebrand factor A domain containing 1"
"218732_at","PTRH2","peptidyl-tRNA hydrolase 2"
"218733_at","MSL2","MSL complex subunit 2"
"218734_at","NAA40","N-alpha-acetyltransferase 40, NatD catalytic subunit"
"218735_s_at","ZNF544","zinc finger protein 544"
"218736_s_at","PALMD","palmdelphin"
"218738_s_at","RNF138","ring finger protein 138"
"218740_s_at","CDK5RAP3","CDK5 regulatory subunit associated protein 3"
"218741_at","CENPM","centromere protein M"
"218742_at","CIAO3","cytosolic iron-sulfur assembly component 3"
"218743_at","CHMP6","charged multivesicular body protein 6"
"218744_s_at","PACSIN3","protein kinase C and casein kinase substrate in neurons 3"
"218745_x_at","TMEM161A","transmembrane protein 161A"
"218746_at","TAPBPL","TAP binding protein like"
"218748_s_at","EXOC5","exocyst complex component 5"
"218749_s_at","SLC8B1","solute carrier family 8 member B1"
"218750_at","TAF1D","TATA-box binding protein associated factor, RNA polymerase I subunit D"
"218751_s_at","FBXW7","F-box and WD repeat domain containing 7"
"218752_at","ZMAT5","zinc finger matrin-type 5"
"218753_at","XKR8","XK related 8"
"218754_at","NOL9","nucleolar protein 9"
"218755_at","KIF20A","kinesin family member 20A"
"218756_s_at","DHRS11","dehydrogenase/reductase 11"
"218757_s_at","UPF3B","UPF3B regulator of nonsense mediated mRNA decay"
"218758_s_at","RRP1","ribosomal RNA processing 1"
"218759_at","DVL2","dishevelled segment polarity protein 2"
"218760_at","COQ6","coenzyme Q6, monooxygenase"
"218761_at","RNF111","ring finger protein 111"
"218762_at","ZNF574","zinc finger protein 574"
"218763_at","STX18","syntaxin 18"
"218765_at","SIDT2","SID1 transmembrane family member 2"
"218766_s_at","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial"
"218767_at","REXO4","REX4 homolog, 3'-5' exonuclease"
"218768_at","NUP107","nucleoporin 107"
"218769_s_at","ANKRA2","ankyrin repeat family A member 2"
"218770_s_at","TMEM39B","transmembrane protein 39B"
"218771_at","PANK4","pantothenate kinase 4 (inactive)"
"218772_x_at","TMEM38B","transmembrane protein 38B"
"218773_s_at","MSRB2","methionine sulfoxide reductase B2"
"218774_at","DCPS","decapping enzyme, scavenger"
"218775_s_at","WWC2","WW and C2 domain containing 2"
"218776_s_at","TMEM62","transmembrane protein 62"
"218777_at","REEP4","receptor accessory protein 4"
"218778_x_at","EPS8L1","EPS8 signaling adaptor L1"
"218780_at","HOOK2","hook microtubule tethering protein 2"
"218781_at","SMC6","structural maintenance of chromosomes 6"
"218782_s_at","ATAD2","ATPase family AAA domain containing 2"
"218783_at","INTS7","integrator complex subunit 7"
"218784_s_at","SAYSD1","SAYSVFN motif domain containing 1"
"218785_s_at","IFT22","intraflagellar transport 22"
"218786_at","NT5DC3","5'-nucleotidase domain containing 3"
"218787_x_at","CWF19L1","CWF19 like cell cycle control factor 1"
"218788_s_at","SMYD3","SET and MYND domain containing 3"
"218789_s_at","C11orf71","chromosome 11 open reading frame 71"
"218790_s_at","TMLHE","trimethyllysine hydroxylase, epsilon"
"218791_s_at","KATNBL1","katanin regulatory subunit B1 like 1"
"218792_s_at","BSPRY","B-box and SPRY domain containing"
"218793_s_at","SCML1","Scm polycomb group protein like 1"
"218794_s_at","TXNL4B","thioredoxin like 4B"
"218795_at","ACP6","acid phosphatase 6, lysophosphatidic"
"218796_at","FERMT1","FERM domain containing kindlin 1"
"218797_s_at","SIRT7","sirtuin 7"
"218798_at","KRI1","KRI1 homolog"
"218799_at","GPN2","GPN-loop GTPase 2"
"218800_at","SRD5A3","steroid 5 alpha-reductase 3"
"218801_at","UGGT2","UDP-glucose glycoprotein glucosyltransferase 2"
"218802_at","MCUB","mitochondrial calcium uniporter dominant negative subunit beta"
"218803_at","CHFR","checkpoint with forkhead and ring finger domains"
"218804_at","ANO1","anoctamin 1"
"218805_at","GIMAP1-GIMAP5","GIMAP1-GIMAP5 readthrough"
"218806_s_at","VAV3","vav guanine nucleotide exchange factor 3"
"218808_at","DALRD3","DALR anticodon binding domain containing 3"
"218809_at","PANK2","pantothenate kinase 2"
"218810_at","ZC3H12A","zinc finger CCCH-type containing 12A"
"218813_s_at","SH3GLB2","SH3 domain containing GRB2 like, endophilin B2"
"218814_s_at","PACC1","proton activated chloride channel 1"
"218815_s_at","TMEM51","transmembrane protein 51"
"218817_at","SPCS3","signal peptidase complex subunit 3"
"218818_at","FHL3","four and a half LIM domains 3"
"218819_at","INTS6","integrator complex subunit 6"
"218820_at","C14orf132","chromosome 14 open reading frame 132"
"218821_at","NPEPL1","aminopeptidase like 1"
"218821_at","STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate)"
"218823_s_at","KCTD9","potassium channel tetramerization domain containing 9"
"218824_at","PNMA8A","PNMA family member 8A"
"218825_at","EGFL7","EGF like domain multiple 7"
"218826_at","SLC35F2","solute carrier family 35 member F2"
"218827_s_at","CEP192","centrosomal protein 192"
"218828_at","PLSCR3","phospholipid scramblase 3"
"218828_at","TMEM256-PLSCR3","TMEM256-PLSCR3 readthrough (NMD candidate)"
"218829_s_at","CHD7","chromodomain helicase DNA binding protein 7"
"218830_at","RPL26L1","ribosomal protein L26 like 1"
"218831_s_at","FCGRT","Fc gamma receptor and transporter"
"218832_x_at","ARRB1","arrestin beta 1"
"218833_at","MAP3K20","mitogen-activated protein kinase kinase kinase 20"
"218835_at","SFTPA2","surfactant protein A2"
"218836_at","RPP21","ribonuclease P/MRP subunit p21"
"218836_at","TRIM39","tripartite motif containing 39"
"218836_at","TRIM39-RPP21","TRIM39-RPP21 readthrough"
"218837_s_at","UBE2D4","ubiquitin conjugating enzyme E2 D4"
"218838_s_at","TTC31","tetratricopeptide repeat domain 31"
"218839_at","HEY1","hes related family bHLH transcription factor with YRPW motif 1"
"218840_s_at","NADSYN1","NAD synthetase 1"
"218841_at","ASB8","ankyrin repeat and SOCS box containing 8"
"218842_at","RPAP3","RNA polymerase II associated protein 3"
"218843_at","FNDC4","fibronectin type III domain containing 4"
"218844_at","ACSF2","acyl-CoA synthetase family member 2"
"218845_at","DUSP22","dual specificity phosphatase 22"
"218846_at","MED23","mediator complex subunit 23"
"218847_at","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2"
"218848_at","THOC6","THO complex subunit 6"
"218849_s_at","PPP1R13L","protein phosphatase 1 regulatory subunit 13 like"
"218850_s_at","LIMD1","LIM domain containing 1"
"218851_s_at","WDR33","WD repeat domain 33"
"218852_at","PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma"
"218853_s_at","MOSPD1","motile sperm domain containing 1"
"218854_at","DSE","dermatan sulfate epimerase"
"218855_at","TPRA1","transmembrane protein adipocyte associated 1"
"218857_s_at","ASRGL1","asparaginase and isoaspartyl peptidase 1"
"218858_at","DEPTOR","DEP domain containing MTOR interacting protein"
"218859_s_at","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog"
"218860_at","NOC4L","nucleolar complex associated 4 homolog"
"218861_at","RNF25","ring finger protein 25"
"218862_at","ASB13","ankyrin repeat and SOCS box containing 13"
"218863_s_at","TNS1","tensin 1"
"218865_at","MTARC1","mitochondrial amidoxime reducing component 1"
"218866_s_at","POLR3K","RNA polymerase III subunit K"
"218867_s_at","SPRING1","SREBF pathway regulator in golgi 1"
"218868_at","ACTR3B","actin related protein 3B"
"218869_at","MLYCD","malonyl-CoA decarboxylase"
"218870_at","ARHGAP15","Rho GTPase activating protein 15"
"218871_x_at","CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2"
"218872_at","TESC","tescalcin"
"218873_at","GON4L","gon-4 like"
"218874_s_at","ATAT1","alpha tubulin acetyltransferase 1"
"218875_s_at","FBXO5","F-box protein 5"
"218876_at","TPPP3","tubulin polymerization promoting protein family member 3"
"218877_s_at","TRMT11","tRNA methyltransferase 11 homolog"
"218878_s_at","SIRT1","sirtuin 1"
"218879_s_at","MTHFSD","methenyltetrahydrofolate synthetase domain containing"
"218882_s_at","WDR3","WD repeat domain 3"
"218883_s_at","CENPU","centromere protein U"
"218884_s_at","GUF1","GTP binding elongation factor GUF1"
"218885_s_at","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12"
"218886_at","PAK1IP1","PAK1 interacting protein 1"
"218887_at","MRPL2","mitochondrial ribosomal protein L2"
"218888_s_at","NETO2","neuropilin and tolloid like 2"
"218889_at","NOC3L","NOC3 like DNA replication regulator"
"218890_x_at","MRPL35","mitochondrial ribosomal protein L35"
"218891_at","ARMH3","armadillo like helical domain containing 3"
"218892_at","DCHS1","dachsous cadherin-related 1"
"218893_at","ISOC2","isochorismatase domain containing 2"
"218894_s_at","MAGOHB","mago homolog B, exon junction complex subunit"
"218895_at","GPATCH3","G-patch domain containing 3"
"218896_s_at","NCBP3","nuclear cap binding subunit 3"
"218897_at","TMEM177","transmembrane protein 177"
"218898_at","TLCD3A","TLC domain containing 3A"
"218899_s_at","BAALC","BAALC binder of MAP3K1 and KLF4"
"218900_at","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4"
"218901_at","PLSCR4","phospholipid scramblase 4"
"218902_at","NOTCH1","notch receptor 1"
"218903_s_at","NABP2","nucleic acid binding protein 2"
"218904_s_at","C9orf40","chromosome 9 open reading frame 40"
"218905_at","INTS8","integrator complex subunit 8"
"218906_x_at","KLC2","kinesin light chain 2"
"218907_s_at","LRRC61","leucine rich repeat containing 61"
"218908_at","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing"
"218909_at","RPS6KC1","ribosomal protein S6 kinase C1"
"218910_at","ANO10","anoctamin 10"
"218911_at","YEATS4","YEATS domain containing 4"
"218912_at","GCC1","GRIP and coiled-coil domain containing 1"
"218913_s_at","GMIP","GEM interacting protein"
"218914_at","METTL25B","methyltransferase like 25B"
"218916_at","ZNF768","zinc finger protein 768"
"218919_at","ZFAND1","zinc finger AN1-type containing 1"
"218920_at","FAM193B","family with sequence similarity 193 member B"
"218921_at","SIGIRR","single Ig and TIR domain containing"
"218922_s_at","CERS4","ceramide synthase 4"
"218923_at","CTBS","chitobiase"
"218925_s_at","CFAP68","cilia and flagella associated protein 68"
"218926_at","MYNN","myoneurin"
"218928_s_at","SLC37A1","solute carrier family 37 member 1"
"218929_at","CDKN2AIP","CDKN2A interacting protein"
"218930_s_at","TMEM106B","transmembrane protein 106B"
"218931_at","RAB17","RAB17, member RAS oncogene family"
"218932_at","ZNHIT6","zinc finger HIT-type containing 6"
"218934_s_at","HSPB7","heat shock protein family B (small) member 7"
"218935_at","EHD3","EH domain containing 3"
"218936_s_at","CCDC59","coiled-coil domain containing 59"
"218937_at","ZSCAN32","zinc finger and SCAN domain containing 32"
"218938_at","FBXL15","F-box and leucine rich repeat protein 15"
"218939_at","LETM1","leucine zipper and EF-hand containing transmembrane protein 1"
"218940_at","VCPKMT","valosin containing protein lysine methyltransferase"
"218942_at","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma"
"218943_s_at","RIGI","RNA sensor RIG-I"
"218944_at","PYCR3","pyrroline-5-carboxylate reductase 3"
"218945_at","METTL22","methyltransferase 22, Kin17 lysine"
"218946_at","NFU1","NFU1 iron-sulfur cluster scaffold"
"218947_s_at","MTPAP","mitochondrial poly(A) polymerase"
"218948_at","QRSL1","glutaminyl-tRNA amidotransferase subunit QRSL1"
"218950_at","ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
"218951_s_at","PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1"
"218952_at","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor"
"218953_s_at","PCYOX1L","prenylcysteine oxidase 1 like"
"218954_s_at","BRF2","BRF2 RNA polymerase III transcription initiation factor subunit"
"218956_s_at","ATP5MF-PTCD1","ATP5MF-PTCD1 readthrough"
"218957_s_at","PAAF1","proteasomal ATPase associated factor 1"
"218958_at","REX1BD","required for excision 1-B domain containing"
"218959_at","HOXC10","homeobox C10"
"218960_at","TMPRSS4","transmembrane serine protease 4"
"218961_s_at","PNKP","polynucleotide kinase 3'-phosphatase"
"218962_s_at","TMEM168","transmembrane protein 168"
"218963_s_at","KRT23","keratin 23"
"218964_at","ARID3B","AT-rich interaction domain 3B"
"218965_s_at","TUT1","terminal uridylyl transferase 1, U6 snRNA-specific"
"218966_at","MYO5C","myosin VC"
"218967_s_at","PTER","phosphotriesterase related"
"218968_s_at","ZFP64","ZFP64 zinc finger protein"
"218969_at","PAM16","presequence translocase associated motor 16"
"218970_s_at","CUTC","cutC copper transporter"
"218971_s_at","WDR91","WD repeat domain 91"
"218972_at","TTC17","tetratricopeptide repeat domain 17"
"218973_at","EFL1","elongation factor like GTPase 1"
"218974_at","SOBP","sine oculis binding protein homolog"
"218975_at","COL5A3","collagen type V alpha 3 chain"
"218976_at","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12"
"218977_s_at","TRNAU1AP","tRNA selenocysteine 1 associated protein 1"
"218979_at","RMI1","RecQ mediated genome instability 1"
"218980_at","FHOD3","formin homology 2 domain containing 3"
"218981_at","SDHAF3","succinate dehydrogenase complex assembly factor 3"
"218982_s_at","MRPS17","mitochondrial ribosomal protein S17"
"218983_at","C1RL","complement C1r subcomponent like"
"218984_at","PUS7","pseudouridine synthase 7"
"218985_at","SLC2A8","solute carrier family 2 member 8"
"218986_s_at","DDX60","DExD/H-box helicase 60"
"218988_at","SLC35E3","solute carrier family 35 member E3"
"218989_x_at","SLC30A5","solute carrier family 30 member 5"
"218990_s_at","SPRR3","small proline rich protein 3"
"218991_at","HEATR6","HEAT repeat containing 6"
"218992_at","PLGRKT","plasminogen receptor with a C-terminal lysine"
"218993_at","MRM3","mitochondrial rRNA methyltransferase 3"
"218994_s_at","STAG3L4","STAG3 cohesin complex component like 4 (pseudogene)"
"218995_s_at","EDN1","endothelin 1"
"218996_at","TFPT","TCF3 fusion partner"
"218997_at","POLR1E","RNA polymerase I subunit E"
"218998_at","ABITRAM","actin binding transcription modulator"
"218999_at","TMEM140","transmembrane protein 140"
"219001_s_at","DCAF10","DDB1 and CUL4 associated factor 10"
"219002_at","FASTKD1","FAST kinase domains 1"
"219003_s_at","MANEA","mannosidase endo-alpha"
"219004_s_at","MIS18A","MIS18 kinetochore protein A"
"219005_at","TMEM59L","transmembrane protein 59 like"
"219006_at","NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4"
"219007_at","NUP43","nucleoporin 43"
"219008_at","LDAH","lipid droplet associated hydrolase"
"219010_at","INAVA","innate immunity activator"
"219011_at","PLEKHA4","pleckstrin homology domain containing A4"
"219012_s_at","EMSY","EMSY transcriptional repressor, BRCA2 interacting"
"219013_at","GALNT11","polypeptide N-acetylgalactosaminyltransferase 11"
"219014_at","PLAC8","placenta associated 8"
"219016_at","FASTKD5","FAST kinase domains 5"
"219017_at","ETNK1","ethanolamine kinase 1"
"219018_s_at","CCDC85C","coiled-coil domain containing 85C"
"219019_at","PIDD1","p53-induced death domain protein 1"
"219020_at","HS1BP3","HCLS1 binding protein 3"
"219021_at","RNF121","ring finger protein 121"
"219022_at","C12orf43","chromosome 12 open reading frame 43"
"219023_at","AP1AR","adaptor related protein complex 1 associated regulatory protein"
"219024_at","PLEKHA1","pleckstrin homology domain containing A1"
"219025_at","CD248","CD248 molecule"
"219027_s_at","MYO9A","myosin IXA"
"219029_at","TMEM267","transmembrane protein 267"
"219030_at","TPRKB","TP53RK binding protein"
"219031_s_at","NIP7","nucleolar pre-rRNA processing protein NIP7"
"219032_x_at","OPN3","opsin 3"
"219033_at","PARP8","poly(ADP-ribose) polymerase family member 8"
"219034_at","PARP16","poly(ADP-ribose) polymerase family member 16"
"219035_s_at","RNF34","ring finger protein 34"
"219036_at","CEP70","centrosomal protein 70"
"219038_at","MORC4","MORC family CW-type zinc finger 4"
"219039_at","SEMA4C","semaphorin 4C"
"219040_at","CORO7","coronin 7"
"219041_s_at","REPIN1","replication initiator 1"
"219042_at","LZTS1","leucine zipper tumor suppressor 1"
"219043_s_at","PDCL3","phosducin like 3"
"219043_s_at","PDCL3P4","PDCL3 pseudogene 4"
"219044_at","THNSL2","threonine synthase like 2"
"219045_at","RHOF","ras homolog family member F, filopodia associated"
"219046_s_at","PKNOX2","PBX/knotted 1 homeobox 2"
"219047_s_at","ZNF668","zinc finger protein 668"
"219048_at","PIGN","phosphatidylinositol glycan anchor biosynthesis class N"
"219049_at","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"219050_s_at","ZNHIT2","zinc finger HIT-type containing 2"
"219051_x_at","METRN","meteorin, glial cell differentiation regulator"
"219052_at","HPS6","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3"
